photo_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
5a9f7bd9b8254d0040c2ee95.jpg,-0.17400566251867713,-0.578857880045662,-0.8505351088525032,-0.6888380502113692,0.7811801847584778,-1.2194951721899159,0.1685398461361052,-0.1597372841335709,0.09419634630709897,0.20810489499912754,0.428416658094494,-0.009695138778856692,2.01018660367274,-0.504295499298197,0.19125073176429272,-1.5799941161199353,0.08754719243796921,0.7630543091399618,0.7897344617611951,-0.30073792633066193,0.12408253409759008,0.9713959179388535,0.3452317161788711,1.3009143281364752,0.35715106169958605,0.6339170628504566,0.8764928843530948,-0.19139434017035936,-0.3633078127929645,-0.3137406688192982,0.4503201200246169,-0.49322098547752546,-1.5713191314832764,-0.11450290594899394,-0.2760473967510888,-0.30471683571983826,-0.45372684976858807,-0.5733356404574859,0.3031643497350459,0.3568802421427727,0.34810378708680123,-1.6759372708197364,0.2800820447468241,-0.5435705597794774,-0.06449523627639701,0.4164589231023657,-1.2102643349339817,0.7482902061765334,-0.4393625949147667,0.4552908527767821,-0.8389749926015105,-0.044843986077142566,0.5152166664225599,0.2545864695120137,-1.3713584378934014,0.0036540125526656176,0.039156579284044354,-0.34594813529065105,-1.3668915349875166,-0.652685049113207,0.17760229585675374,-0.6363408190070582,-1.190079934576909,-0.7073794640979573,-0.14772666990756989,0.08314083516597748,-0.052701178938150406,-0.11616707593202591,0.006023352034389973,-0.10426298528909683,-0.02194143459200859,0.18477848172187805,0.037341710180044174,0.12726759910583496,-0.01618511788547039,0.17035174369812012,0.07406596094369888,-0.1461581587791443,-0.10352811962366104,-0.007479120511561632,0.12757565081119537,0.1361323595046997,-0.1407458335161209,-0.121991366147995,-0.11846137791872025,-0.021067723631858826,-0.17893807590007782,-0.04962244629859924,0.11031678318977356,0.05966820940375328,-0.113189198076725,-0.23800082504749298,0.035825345665216446,0.09126783907413483,-0.29266244173049927,0.08964202553033829,0.30909469723701477,0.10466601699590683,-0.08650358021259308,-0.007921936921775341,0.09590654075145721,0.14774401485919952,0.10063709318637848,0.09424588084220886,-0.1426578313112259,0.09942540526390076,0.14501646161079407,0.10289265215396881,-0.06673058867454529,-0.045766908675432205,0.004409341141581535,0.2477433681488037,0.0424739345908165,0.0950409471988678,0.024421004578471184,-0.12192489951848984,0.04459206387400627,-0.07160216569900513,0.07843852043151855,-0.061556752771139145,-0.16491347551345825,-0.05192222818732262,0.09106405079364777,-0.32600653171539307,0.10069965571165085,0.15671877562999725,-0.03758232295513153,-0.014602282084524632
